image,pokemon_name,type1,type2
ekans__0013.png,ekans,poison,
ekans__0014.png,ekans,poison,
ekans__0015.png,ekans,poison,
ekans__0016.png,ekans,poison,
ekans__0017.png,ekans,poison,
electabuzz__0000.png,electabuzz,electric,
electabuzz__0001.png,electabuzz,electric,
electabuzz__0002.png,electabuzz,electric,
electabuzz__0003.png,electabuzz,electric,
electabuzz__0004.png,electabuzz,electric,
electabuzz__0005.png,electabuzz,electric,
electabuzz__0006.png,electabuzz,electric,
electabuzz__0007.png,electabuzz,electric,
electabuzz__0008.png,electabuzz,electric,
electabuzz__0009.png,electabuzz,electric,
electabuzz__0010.png,electabuzz,electric,
electabuzz__0011.png,electabuzz,electric,
electabuzz__0012.png,electabuzz,electric,
electabuzz__0013.png,electabuzz,electric,
electabuzz__0014.png,electabuzz,electric,
electabuzz__0015.png,electabuzz,electric,
electabuzz__0016.png,electabuzz,electric,
electabuzz__0017.png,electabuzz,electric,
electabuzz__0018.png,electabuzz,electric,
electabuzz__0019.png,electabuzz,electric,
electabuzz__0020.png,electabuzz,electric,
electabuzz__0021.png,electabuzz,electric,
electabuzz__0022.png,electabuzz,electric,
electabuzz__0023.png,electabuzz,electric,
electabuzz__0024.png,electabuzz,electric,
electabuzz__0025.png,electabuzz,electric,
electabuzz__0026.png,electabuzz,electric,
electabuzz__0027.png,electabuzz,electric,
electabuzz__0028.png,electabuzz,electric,
electabuzz__0029.png,electabuzz,electric,
electabuzz__0030.png,electabuzz,electric,
electivire__0000.png,electivire,electric,
electivire__0001.png,electivire,electric,
electivire__0002.png,electivire,electric,
electivire__0003.png,electivire,electric,
electivire__0004.png,electivire,electric,
electivire__0005.png,electivire,electric,
electivire__0006.png,electivire,electric,
electivire__0007.png,electivire,electric,
electivire__0008.png,electivire,electric,
electivire__0009.png,electivire,electric,
electivire__0010.png,electivire,electric,
electivire__0011.png,electivire,electric,
electivire__0012.png,electivire,electric,
electivire__0013.png,electivire,electric,
electivire__0014.png,electivire,electric,
electivire__0015.png,electivire,electric,
electivire__0016.png,electivire,electric,
electivire__0017.png,electivire,electric,
electivire__0018.png,electivire,electric,
electivire__0019.png,electivire,electric,
electrike__0000.png,electrike,electric,
electrike__0001.png,electrike,electric,
electrike__0002.png,electrike,electric,
electrike__0003.png,electrike,electric,
electrike__0004.png,electrike,electric,
electrike__0005.png,electrike,electric,
electrike__0006.png,electrike,electric,
electrike__0007.png,electrike,electric,
electrike__0008.png,electrike,electric,
electrike__0009.png,electrike,electric,
electrike__0010.png,electrike,electric,
electrike__0011.png,electrike,electric,
electrike__0012.png,electrike,electric,
electrode__0000.png,electrode,electric,
electrode__0001.png,electrode,electric,
electrode__0002.png,electrode,electric,
electrode__0003.png,electrode,electric,
electrode__0004.png,electrode,electric,
electrode__0005.png,electrode,electric,
electrode__0006.png,electrode,electric,
electrode__0007.png,electrode,electric,
electrode__0008.png,electrode,electric,
electrode__0009.png,electrode,electric,
electrode__0010.png,electrode,electric,
electrode__0011.png,electrode,electric,
electrode__0012.png,electrode,electric,
electrode__0013.png,electrode,electric,
electrode__0014.png,electrode,electric,
electrode__0015.png,electrode,electric,
electrode__0016.png,electrode,electric,
electrode__0017.png,electrode,electric,
electrode__0018.png,electrode,electric,
electrode__0019.png,electrode,electric,
electrode__0020.png,electrode,electric,
electrode__0021.png,electrode,electric,
electrode__0022.png,electrode,electric,
electrode__0023.png,electrode,electric,
elekid__0000.png,elekid,electric,
elekid__0001.png,elekid,electric,
elekid__0002.png,elekid,electric,
elekid__0003.png,elekid,electric,
elekid__0004.png,elekid,electric,
elekid__0005.png,elekid,electric,
elekid__0006.png,elekid,electric,
elekid__0007.png,elekid,electric,
elekid__0008.png,elekid,electric,
elekid__0009.png,elekid,electric,
elekid__0010.png,elekid,electric,
elekid__0011.png,elekid,electric,
elekid__0012.png,elekid,electric,
elekid__0013.png,elekid,electric,
elekid__0014.png,elekid,electric,
elekid__0015.png,elekid,electric,
elekid__0016.png,elekid,electric,
elekid__0017.png,elekid,electric,
elekid__0018.png,elekid,electric,
empoleon__0000.png,empoleon,water,steel
empoleon__0001.png,empoleon,water,steel
empoleon__0002.png,empoleon,water,steel
empoleon__0003.png,empoleon,water,steel
empoleon__0004.png,empoleon,water,steel
empoleon__0005.png,empoleon,water,steel
empoleon__0006.png,empoleon,water,steel
empoleon__0007.png,empoleon,water,steel
empoleon__0008.png,empoleon,water,steel
empoleon__0009.png,empoleon,water,steel
empoleon__0010.png,empoleon,water,steel
empoleon__0011.png,empoleon,water,steel
empoleon__0012.png,empoleon,water,steel
empoleon__0013.png,empoleon,water,steel
empoleon__0014.png,empoleon,water,steel
empoleon__0015.png,empoleon,water,steel
empoleon__0016.png,empoleon,water,steel
empoleon__0017.png,empoleon,water,steel
empoleon__0018.png,empoleon,water,steel
empoleon__0019.png,empoleon,water,steel
empoleon__0020.png,empoleon,water,steel
empoleon__0021.png,empoleon,water,steel
empoleon__0022.png,empoleon,water,steel
empoleon__0023.png,empoleon,water,steel
empoleon__0024.png,empoleon,water,steel
empoleon__0025.png,empoleon,water,steel
empoleon__0026.png,empoleon,water,steel
empoleon__0027.png,empoleon,water,steel
empoleon__0028.png,empoleon,water,steel
empoleon__0029.png,empoleon,water,steel
empoleon__0030.png,empoleon,water,steel
empoleon__0031.png,empoleon,water,steel
empoleon__0032.png,empoleon,water,steel
empoleon__0033.png,empoleon,water,steel
empoleon__0034.png,empoleon,water,steel
empoleon__0035.png,empoleon,water,steel
empoleon__0036.png,empoleon,water,steel
entei__0000.png,entei,fire,
entei__0001.png,entei,fire,
entei__0002.png,entei,fire,
entei__0003.png,entei,fire,
entei__0004.png,entei,fire,
entei__0005.png,entei,fire,
entei__0006.png,entei,fire,
entei__0007.png,entei,fire,
entei__0008.png,entei,fire,
entei__0009.png,entei,fire,
entei__0010.png,entei,fire,
entei__0011.png,entei,fire,
entei__0012.png,entei,fire,
entei__0013.png,entei,fire,
entei__0014.png,entei,fire,
entei__0015.png,entei,fire,
entei__0016.png,entei,fire,
entei__0017.png,entei,fire,
entei__0018.png,entei,fire,
entei__0019.png,entei,fire,
entei__0020.png,entei,fire,
entei__0021.png,entei,fire,
entei__0022.png,entei,fire,
entei__0023.png,entei,fire,
entei__0024.png,entei,fire,
espeon__0000.png,espeon,psychic,
espeon__0001.png,espeon,psychic,
espeon__0002.png,espeon,psychic,
espeon__0003.png,espeon,psychic,
espeon__0004.png,espeon,psychic,
espeon__0005.png,espeon,psychic,
espeon__0006.png,espeon,psychic,
espeon__0007.png,espeon,psychic,
espeon__0008.png,espeon,psychic,
espeon__0009.png,espeon,psychic,
espeon__0010.png,espeon,psychic,
espeon__0011.png,espeon,psychic,
espeon__0012.png,espeon,psychic,
espeon__0013.png,espeon,psychic,
espeon__0014.png,espeon,psychic,
espeon__0015.png,espeon,psychic,
espeon__0016.png,espeon,psychic,
espeon__0017.png,espeon,psychic,
espeon__0018.png,espeon,psychic,
espeon__0019.png,espeon,psychic,
espeon__0020.png,espeon,psychic,
espeon__0021.png,espeon,psychic,
espeon__0022.png,espeon,psychic,
espeon__0023.png,espeon,psychic,
espeon__0024.png,espeon,psychic,
espeon__0025.png,espeon,psychic,
espeon__0026.png,espeon,psychic,
espeon__0027.png,espeon,psychic,
espeon__0028.png,espeon,psychic,
espeon__0029.png,espeon,psychic,
espeon__0030.png,espeon,psychic,
espeon__0031.png,espeon,psychic,
espeon__0032.png,espeon,psychic,
espeon__0033.png,espeon,psychic,
espeon__0034.png,espeon,psychic,
espeon__0035.png,espeon,psychic,
espeon__0036.png,espeon,psychic,
espeon__0037.png,espeon,psychic,
espeon__0038.png,espeon,psychic,
espeon__0039.png,espeon,psychic,
espeon__0040.png,espeon,psychic,
espeon__0041.png,espeon,psychic,
espeon__0042.png,espeon,psychic,
espeon__0043.png,espeon,psychic,
espeon__0044.png,espeon,psychic,
espeon__0045.png,espeon,psychic,
espeon__0046.png,espeon,psychic,
espeon__0047.png,espeon,psychic,
espeon__0048.png,espeon,psychic,
espeon__0049.png,espeon,psychic,
espeon__0050.png,espeon,psychic,
espeon__0051.png,espeon,psychic,
espeon__0052.png,espeon,psychic,
espeon__0053.png,espeon,psychic,
espeon__0054.png,espeon,psychic,
exeggcute__0000.png,exeggcute,grass,psychic
exeggcute__0001.png,exeggcute,grass,psychic
exeggcute__0002.png,exeggcute,grass,psychic
exeggcute__0003.png,exeggcute,grass,psychic
exeggcute__0004.png,exeggcute,grass,psychic
exeggcute__0005.png,exeggcute,grass,psychic
exeggcute__0006.png,exeggcute,grass,psychic
exeggcute__0007.png,exeggcute,grass,psychic
exeggcute__0008.png,exeggcute,grass,psychic
exeggcute__0009.png,exeggcute,grass,psychic
exeggcute__0010.png,exeggcute,grass,psychic
exeggutor__0000.png,exeggutor,grass,psychic
exeggutor__0001.png,exeggutor,grass,psychic
exeggutor__0002.png,exeggutor,grass,psychic
exeggutor__0003.png,exeggutor,grass,psychic
exeggutor__0004.png,exeggutor,grass,psychic
exeggutor__0005.png,exeggutor,grass,psychic
exeggutor__0006.png,exeggutor,grass,psychic
exeggutor__0007.png,exeggutor,grass,psychic
exeggutor__0008.png,exeggutor,grass,psychic
exeggutor__0009.png,exeggutor,grass,psychic
exeggutor__0010.png,exeggutor,grass,psychic
exeggutor__0011.png,exeggutor,grass,psychic
exeggutor__0012.png,exeggutor,grass,psychic
exeggutor__0013.png,exeggutor,grass,psychic
exeggutor__0014.png,exeggutor,grass,psychic
exeggutor__0015.png,exeggutor,grass,psychic
exeggutor__0016.png,exeggutor,grass,psychic
exeggutor__0017.png,exeggutor,grass,psychic
exeggutor__0018.png,exeggutor,grass,psychic
exeggutor__0019.png,exeggutor,grass,psychic
exeggutor__0020.png,exeggutor,grass,psychic
exeggutor__0021.png,exeggutor,grass,psychic
exeggutor__0022.png,exeggutor,grass,psychic
exploud__0000.png,exploud,normal,
exploud__0001.png,exploud,normal,
exploud__0002.png,exploud,normal,
exploud__0003.png,exploud,normal,
exploud__0004.png,exploud,normal,
exploud__0005.png,exploud,normal,
exploud__0006.png,exploud,normal,
exploud__0007.png,exploud,normal,
exploud__0008.png,exploud,normal,
exploud__0009.png,exploud,normal,
exploud__0010.png,exploud,normal,
exploud__0011.png,exploud,normal,
exploud__0012.png,exploud,normal,
exploud__0013.png,exploud,normal,
exploud__0014.png,exploud,normal,
exploud__0015.png,exploud,normal,
exploud__0016.png,exploud,normal,
exploud__0017.png,exploud,normal,
exploud__0018.png,exploud,normal,
exploud__0019.png,exploud,normal,
exploud__0020.png,exploud,normal,
exploud__0021.png,exploud,normal,
exploud__0022.png,exploud,normal,
fearow__0000.png,fearow,normal,flying
fearow__0001.png,fearow,normal,flying
fearow__0002.png,fearow,normal,flying
fearow__0003.png,fearow,normal,flying
fearow__0004.png,fearow,normal,flying
fearow__0005.png,fearow,normal,flying
fearow__0006.png,fearow,normal,flying
fearow__0007.png,fearow,normal,flying
fearow__0008.png,fearow,normal,flying
fearow__0009.png,fearow,normal,flying
fearow__0010.png,fearow,normal,flying
fearow__0011.png,fearow,normal,flying
fearow__0012.png,fearow,normal,flying
fearow__0013.png,fearow,normal,flying
fearow__0014.png,fearow,normal,flying
fearow__0015.png,fearow,normal,flying
fearow__0016.png,fearow,normal,flying
fearow__0017.png,fearow,normal,flying
fearow__0018.png,fearow,normal,flying
feebas__0000.png,feebas,water,
feebas__0001.png,feebas,water,
feebas__0002.png,feebas,water,
feebas__0003.png,feebas,water,
feebas__0004.png,feebas,water,
feebas__0005.png,feebas,water,
feebas__0006.png,feebas,water,
feebas__0007.png,feebas,water,
feebas__0008.png,feebas,water,
feebas__0009.png,feebas,water,
fennekin__0000.png,fennekin,fire,
fennekin__0001.png,fennekin,fire,
fennekin__0002.png,fennekin,fire,
fennekin__0003.png,fennekin,fire,
fennekin__0004.png,fennekin,fire,
fennekin__0005.png,fennekin,fire,
fennekin__0006.png,fennekin,fire,
fennekin__0007.png,fennekin,fire,
fennekin__0008.png,fennekin,fire,
fennekin__0009.png,fennekin,fire,
fennekin__0010.png,fennekin,fire,
fennekin__0011.png,fennekin,fire,
fennekin__0012.png,fennekin,fire,
fennekin__0013.png,fennekin,fire,
fennekin__0014.png,fennekin,fire,
fennekin__0015.png,fennekin,fire,
fennekin__0016.png,fennekin,fire,
fennekin__0017.png,fennekin,fire,
fennekin__0018.png,fennekin,fire,
fennekin__0019.png,fennekin,fire,
fennekin__0020.png,fennekin,fire,
fennekin__0021.png,fennekin,fire,
feraligatr__0000.png,feraligatr,water,
feraligatr__0001.png,feraligatr,water,
feraligatr__0002.png,feraligatr,water,
feraligatr__0003.png,feraligatr,water,
feraligatr__0004.png,feraligatr,water,
feraligatr__0005.png,feraligatr,water,
feraligatr__0006.png,feraligatr,water,
feraligatr__0007.png,feraligatr,water,
feraligatr__0008.png,feraligatr,water,
feraligatr__0009.png,feraligatr,water,
feraligatr__0010.png,feraligatr,water,
feraligatr__0011.png,feraligatr,water,
feraligatr__0012.png,feraligatr,water,
feraligatr__0013.png,feraligatr,water,
feraligatr__0014.png,feraligatr,water,
feraligatr__0015.png,feraligatr,water,
feraligatr__0016.png,feraligatr,water,
feraligatr__0017.png,feraligatr,water,
feraligatr__0018.png,feraligatr,water,
feraligatr__0019.png,feraligatr,water,
feraligatr__0020.png,feraligatr,water,
feraligatr__0021.png,feraligatr,water,
feraligatr__0022.png,feraligatr,water,
feraligatr__0023.png,feraligatr,water,
feraligatr__0024.png,feraligatr,water,
feraligatr__0025.png,feraligatr,water,
feraligatr__0026.png,feraligatr,water,
feraligatr__0027.png,feraligatr,water,
feraligatr__0028.png,feraligatr,water,
feraligatr__0029.png,feraligatr,water,
ferroseed__0000.png,ferroseed,steel,grass
ferroseed__0001.png,ferroseed,steel,grass
ferroseed__0002.png,ferroseed,steel,grass
ferroseed__0003.png,ferroseed,steel,grass
ferroseed__0004.png,ferroseed,steel,grass
ferroseed__0005.png,ferroseed,steel,grass
ferroseed__0006.png,ferroseed,steel,grass
ferroseed__0007.png,ferroseed,steel,grass
ferroseed__0008.png,ferroseed,steel,grass
ferrothorn__0000.png,ferrothorn,steel,grass
ferrothorn__0001.png,ferrothorn,steel,grass
ferrothorn__0002.png,ferrothorn,steel,grass
ferrothorn__0003.png,ferrothorn,steel,grass
ferrothorn__0004.png,ferrothorn,steel,grass
ferrothorn__0005.png,ferrothorn,steel,grass
ferrothorn__0006.png,ferrothorn,steel,grass
ferrothorn__0007.png,ferrothorn,steel,grass
ferrothorn__0008.png,ferrothorn,steel,grass
ferrothorn__0009.png,ferrothorn,steel,grass
ferrothorn__0010.png,ferrothorn,steel,grass
ferrothorn__0011.png,ferrothorn,steel,grass
ferrothorn__0012.png,ferrothorn,steel,grass
ferrothorn__0013.png,ferrothorn,steel,grass
ferrothorn__0014.png,ferrothorn,steel,grass
ferrothorn__0015.png,ferrothorn,steel,grass
ferrothorn__0016.png,ferrothorn,steel,grass
ferrothorn__0017.png,ferrothorn,steel,grass
ferrothorn__0018.png,ferrothorn,steel,grass
ferrothorn__0019.png,ferrothorn,steel,grass
flaaffy__0000.png,flaaffy,electric,
flaaffy__0001.png,flaaffy,electric,
flaaffy__0002.png,flaaffy,electric,
flaaffy__0003.png,flaaffy,electric,
flaaffy__0004.png,flaaffy,electric,
flaaffy__0005.png,flaaffy,electric,
flaaffy__0006.png,flaaffy,electric,
flaaffy__0007.png,flaaffy,electric,
flaaffy__0008.png,flaaffy,electric,
flaaffy__0009.png,flaaffy,electric,
flaaffy__0010.png,flaaffy,electric,
flaaffy__0011.png,flaaffy,electric,
flaaffy__0012.png,flaaffy,electric,
flaaffy__0013.png,flaaffy,electric,
flaaffy__0014.png,flaaffy,electric,
flaaffy__0015.png,flaaffy,electric,
flaaffy__0016.png,flaaffy,electric,
flaaffy__0017.png,flaaffy,electric,
flaaffy__0018.png,flaaffy,electric,
flaaffy__0019.png,flaaffy,electric,
flaaffy__0020.png,flaaffy,electric,
flaaffy__0021.png,flaaffy,electric,
flaaffy__0022.png,flaaffy,electric,
flaaffy__0023.png,flaaffy,electric,
flaaffy__0024.png,flaaffy,electric,
flaaffy__0025.png,flaaffy,electric,
flaaffy__0026.png,flaaffy,electric,
flaaffy__0027.png,flaaffy,electric,
flaaffy__0028.png,flaaffy,electric,
flareon__0000.png,flareon,fire,
flareon__0001.png,flareon,fire,
flareon__0002.png,flareon,fire,
flareon__0003.png,flareon,fire,
flareon__0004.png,flareon,fire,
flareon__0005.png,flareon,fire,
flareon__0006.png,flareon,fire,
flareon__0007.png,flareon,fire,
flareon__0008.png,flareon,fire,
flareon__0009.png,flareon,fire,
flareon__0010.png,flareon,fire,
flareon__0011.png,flareon,fire,
flareon__0012.png,flareon,fire,
flareon__0013.png,flareon,fire,
flareon__0014.png,flareon,fire,
flareon__0015.png,flareon,fire,
flareon__0016.png,flareon,fire,
flareon__0017.png,flareon,fire,
flareon__0018.png,flareon,fire,
flareon__0019.png,flareon,fire,
flareon__0020.png,flareon,fire,
flareon__0021.png,flareon,fire,
flareon__0022.png,flareon,fire,
flareon__0023.png,flareon,fire,
flareon__0024.png,flareon,fire,
flareon__0025.png,flareon,fire,
flareon__0026.png,flareon,fire,
flareon__0027.png,flareon,fire,
flareon__0028.png,flareon,fire,
flareon__0029.png,flareon,fire,
flareon__0030.png,flareon,fire,
flareon__0031.png,flareon,fire,
flareon__0032.png,flareon,fire,
flareon__0033.png,flareon,fire,
flareon__0034.png,flareon,fire,
flareon__0035.png,flareon,fire,
flareon__0036.png,flareon,fire,
flareon__0037.png,flareon,fire,
flareon__0038.png,flareon,fire,
flareon__0039.png,flareon,fire,
flareon__0040.png,flareon,fire,
flareon__0041.png,flareon,fire,
flareon__0042.png,flareon,fire,
flareon__0043.png,flareon,fire,
fletchinder__0000.png,fletchinder,fire,flying
fletchinder__0001.png,fletchinder,fire,flying
fletchinder__0002.png,fletchinder,fire,flying
fletchinder__0003.png,fletchinder,fire,flying
fletchinder__0004.png,fletchinder,fire,flying
fletchinder__0005.png,fletchinder,fire,flying
fletchinder__0006.png,fletchinder,fire,flying
fletchinder__0007.png,fletchinder,fire,flying
fletchinder__0008.png,fletchinder,fire,flying
fletchinder__0009.png,fletchinder,fire,flying
fletchinder__0010.png,fletchinder,fire,flying
fletchinder__0011.png,fletchinder,fire,flying
fletchinder__0012.png,fletchinder,fire,flying
fletchinder__0013.png,fletchinder,fire,flying
fletchinder__0014.png,fletchinder,fire,flying
fletchinder__0015.png,fletchinder,fire,flying
fletchinder__0016.png,fletchinder,fire,flying
fletchinder__0017.png,fletchinder,fire,flying
fletchinder__0018.png,fletchinder,fire,flying
fletchinder__0019.png,fletchinder,fire,flying
fletchinder__0020.png,fletchinder,fire,flying
fletchinder__0021.png,fletchinder,fire,flying
fletchinder__0022.png,fletchinder,fire,flying
fletchinder__0023.png,fletchinder,fire,flying
fletchinder__0024.png,fletchinder,fire,flying
fletchinder__0025.png,fletchinder,fire,flying
fletchinder__0026.png,fletchinder,fire,flying
fletchling__0000.png,fletchling,normal,flying
fletchling__0001.png,fletchling,normal,flying
fletchling__0002.png,fletchling,normal,flying
fletchling__0003.png,fletchling,normal,flying
fletchling__0004.png,fletchling,normal,flying
fletchling__0005.png,fletchling,normal,flying
fletchling__0006.png,fletchling,normal,flying
fletchling__0007.png,fletchling,normal,flying
fletchling__0008.png,fletchling,normal,flying
fletchling__0009.png,fletchling,normal,flying
fletchling__0010.png,fletchling,normal,flying
fletchling__0011.png,fletchling,normal,flying
fletchling__0012.png,fletchling,normal,flying
fletchling__0013.png,fletchling,normal,flying
fletchling__0014.png,fletchling,normal,flying
fletchling__0015.png,fletchling,normal,flying
flygon__0000.png,flygon,ground,dragon
flygon__0001.png,flygon,ground,dragon
flygon__0002.png,flygon,ground,dragon
flygon__0003.png,flygon,ground,dragon
flygon__0004.png,flygon,ground,dragon
flygon__0005.png,flygon,ground,dragon
flygon__0006.png,flygon,ground,dragon
flygon__0007.png,flygon,ground,dragon
flygon__0008.png,flygon,ground,dragon
flygon__0009.png,flygon,ground,dragon
flygon__0010.png,flygon,ground,dragon
flygon__0011.png,flygon,ground,dragon
flygon__0012.png,flygon,ground,dragon
flygon__0013.png,flygon,ground,dragon
flygon__0014.png,flygon,ground,dragon
flygon__0015.png,flygon,ground,dragon
flygon__0016.png,flygon,ground,dragon
flygon__0017.png,flygon,ground,dragon
flygon__0018.png,flygon,ground,dragon
flygon__0019.png,flygon,ground,dragon
flygon__0020.png,flygon,ground,dragon
flygon__0021.png,flygon,ground,dragon
flygon__0022.png,flygon,ground,dragon
fomantis__0000.png,fomantis,grass,
fomantis__0001.png,fomantis,grass,
fomantis__0002.png,fomantis,grass,
fomantis__0003.png,fomantis,grass,
fomantis__0004.png,fomantis,grass,
fomantis__0005.png,fomantis,grass,
fomantis__0006.png,fomantis,grass,
fomantis__0007.png,fomantis,grass,
fomantis__0008.png,fomantis,grass,
fomantis__0009.png,fomantis,grass,
fomantis__0010.png,fomantis,grass,
forretress__0000.png,forretress,bug,steel
forretress__0001.png,forretress,bug,steel
forretress__0002.png,forretress,bug,steel
forretress__0003.png,forretress,bug,steel
forretress__0004.png,forretress,bug,steel
forretress__0005.png,forretress,bug,steel
forretress__0006.png,forretress,bug,steel
forretress__0007.png,forretress,bug,steel
forretress__0008.png,forretress,bug,steel
forretress__0009.png,forretress,bug,steel
forretress__0010.png,forretress,bug,steel
forretress__0011.png,forretress,bug,steel
forretress__0012.png,forretress,bug,steel
forretress__0013.png,forretress,bug,steel
forretress__0014.png,forretress,bug,steel
forretress__0015.png,forretress,bug,steel
fraxure__0000.png,fraxure,dragon,
fraxure__0001.png,fraxure,dragon,
fraxure__0002.png,fraxure,dragon,
fraxure__0003.png,fraxure,dragon,
fraxure__0004.png,fraxure,dragon,
fraxure__0005.png,fraxure,dragon,
fraxure__0006.png,fraxure,dragon,
fraxure__0007.png,fraxure,dragon,
fraxure__0008.png,fraxure,dragon,
fraxure__0009.png,fraxure,dragon,
fraxure__0010.png,fraxure,dragon,
fraxure__0011.png,fraxure,dragon,
fraxure__0012.png,fraxure,dragon,
fraxure__0013.png,fraxure,dragon,
fraxure__0014.png,fraxure,dragon,
fraxure__0015.png,fraxure,dragon,
fraxure__0016.png,fraxure,dragon,
fraxure__0017.png,fraxure,dragon,
fraxure__0018.png,fraxure,dragon,
fraxure__0019.png,fraxure,dragon,
fraxure__0020.png,fraxure,dragon,
fraxure__0021.png,fraxure,dragon,
fraxure__0022.png,fraxure,dragon,
froakie__0000.png,froakie,water,
froakie__0001.png,froakie,water,
froakie__0002.png,froakie,water,
froakie__0003.png,froakie,water,
froakie__0004.png,froakie,water,
froakie__0005.png,froakie,water,
froakie__0006.png,froakie,water,
froakie__0007.png,froakie,water,
froakie__0008.png,froakie,water,
froakie__0009.png,froakie,water,
froakie__0010.png,froakie,water,
froakie__0011.png,froakie,water,
froakie__0012.png,froakie,water,
froakie__0013.png,froakie,water,
frogadier__0000.png,frogadier,water,
frogadier__0001.png,frogadier,water,
frogadier__0002.png,frogadier,water,
frogadier__0003.png,frogadier,water,
frogadier__0004.png,frogadier,water,
frogadier__0005.png,frogadier,water,
frogadier__0006.png,frogadier,water,
frogadier__0007.png,frogadier,water,
frogadier__0008.png,frogadier,water,
frogadier__0009.png,frogadier,water,
frogadier__0010.png,frogadier,water,
frogadier__0011.png,frogadier,water,
frogadier__0012.png,frogadier,water,
frogadier__0013.png,frogadier,water,
frogadier__0014.png,frogadier,water,
frogadier__0015.png,frogadier,water,
frogadier__0016.png,frogadier,water,
frogadier__0017.png,frogadier,water,
frogadier__0018.png,frogadier,water,
frogadier__0019.png,frogadier,water,
frogadier__0020.png,frogadier,water,
frogadier__0021.png,frogadier,water,
frogadier__0022.png,frogadier,water,
frogadier__0023.png,frogadier,water,
frogadier__0024.png,frogadier,water,
frogadier__0025.png,frogadier,water,
froslass__0000.png,froslass,ice,ghost
froslass__0001.png,froslass,ice,ghost
froslass__0002.png,froslass,ice,ghost
froslass__0003.png,froslass,ice,ghost
froslass__0004.png,froslass,ice,ghost
froslass__0005.png,froslass,ice,ghost
froslass__0006.png,froslass,ice,ghost
froslass__0007.png,froslass,ice,ghost
froslass__0008.png,froslass,ice,ghost
froslass__0009.png,froslass,ice,ghost
froslass__0010.png,froslass,ice,ghost
froslass__0011.png,froslass,ice,ghost
froslass__0012.png,froslass,ice,ghost
froslass__0013.png,froslass,ice,ghost
froslass__0014.png,froslass,ice,ghost
froslass__0015.png,froslass,ice,ghost
froslass__0016.png,froslass,ice,ghost
froslass__0017.png,froslass,ice,ghost
froslass__0018.png,froslass,ice,ghost
froslass__0019.png,froslass,ice,ghost
froslass__0020.png,froslass,ice,ghost
froslass__0021.png,froslass,ice,ghost
froslass__0022.png,froslass,ice,ghost
froslass__0023.png,froslass,ice,ghost
froslass__0024.png,froslass,ice,ghost
froslass__0025.png,froslass,ice,ghost
froslass__0026.png,froslass,ice,ghost
froslass__0027.png,froslass,ice,ghost
froslass__0028.png,froslass,ice,ghost
furret__0000.png,furret,normal,
furret__0001.png,furret,normal,
furret__0002.png,furret,normal,
furret__0003.png,furret,normal,
furret__0004.png,furret,normal,
furret__0005.png,furret,normal,
furret__0006.png,furret,normal,
furret__0007.png,furret,normal,
furret__0008.png,furret,normal,
furret__0009.png,furret,normal,
furret__0010.png,furret,normal,
furret__0011.png,furret,normal,
furret__0012.png,furret,normal,
furret__0013.png,furret,normal,
furret__0014.png,furret,normal,
furret__0015.png,furret,normal,
furret__0016.png,furret,normal,
furret__0017.png,furret,normal,
furret__0018.png,furret,normal,
furret__0019.png,furret,normal,
furret__0020.png,furret,normal,
furret__0021.png,furret,normal,
furret__0022.png,furret,normal,
furret__0023.png,furret,normal,
furret__0024.png,furret,normal,
gabite__0000.png,gabite,dragon,ground
gabite__0001.png,gabite,dragon,ground
gabite__0002.png,gabite,dragon,ground
gabite__0003.png,gabite,dragon,ground
gabite__0004.png,gabite,dragon,ground
gabite__0005.png,gabite,dragon,ground
gabite__0006.png,gabite,dragon,ground
gabite__0007.png,gabite,dragon,ground
gabite__0008.png,gabite,dragon,ground
gabite__0009.png,gabite,dragon,ground
gabite__0010.png,gabite,dragon,ground
gabite__0011.png,gabite,dragon,ground
gabite__0012.png,gabite,dragon,ground
gabite__0013.png,gabite,dragon,ground
gabite__0014.png,gabite,dragon,ground
gabite__0015.png,gabite,dragon,ground
gallade__0000.png,gallade,psychic,fighting
gallade__0001.png,gallade,psychic,fighting
gallade__0002.png,gallade,psychic,fighting
gallade__0003.png,gallade,psychic,fighting
gallade__0004.png,gallade,psychic,fighting
gallade__0005.png,gallade,psychic,fighting
gallade__0006.png,gallade,psychic,fighting
gallade__0007.png,gallade,psychic,fighting
gallade__0008.png,gallade,psychic,fighting
gallade__0009.png,gallade,psychic,fighting
gallade__0010.png,gallade,psychic,fighting
gallade__0011.png,gallade,psychic,fighting
gallade__0012.png,gallade,psychic,fighting
gallade__0013.png,gallade,psychic,fighting
gallade__0014.png,gallade,psychic,fighting
gallade__0015.png,gallade,psychic,fighting
gallade__0016.png,gallade,psychic,fighting
gallade__0017.png,gallade,psychic,fighting
gallade__0018.png,gallade,psychic,fighting
gallade__0019.png,gallade,psychic,fighting
gallade__0020.png,gallade,psychic,fighting
gallade__0021.png,gallade,psychic,fighting
gallade__0022.png,gallade,psychic,fighting
gallade__0023.png,gallade,psychic,fighting
gallade__0024.png,gallade,psychic,fighting
gallade__0025.png,gallade,psychic,fighting
gallade__0026.png,gallade,psychic,fighting
gallade__0027.png,gallade,psychic,fighting
gallade__0028.png,gallade,psychic,fighting
gallade__0029.png,gallade,psychic,fighting
gallade__0030.png,gallade,psychic,fighting
gallade__0031.png,gallade,psychic,fighting
